"Table 8: Stores Ranked by Total Dollar Sales, RY 2013-14",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,City+Address_edit,AvgValueOfTransaction,DollarSales,TransactionCount,Store Number,LicenseeOrFulfillmentCenter,,,store_text,text2,Store Number,LicenseeOrFulfillmentCenter,test,test,test,text,text2,AvgVal_text,AvgValueOfTransaction,DollarSales,TransactionCount,,City+Address,City+Address_edit,
43,Wexford 125 Towne Centre ,$49.50,"$8,600,397.55",173745.4051,9208 ,0,,"9208 Wexford 125 Towne Centre Dr, Ste 500 173,742 $49.50 $8,600,397.55",9208 ,"9208 Wexford 125 Towne Centre Dr, Ste 500 173,742 $49.50 $8,600,397.55",9208 ,0,,,,"$49.50 $8,600,397.55","$8,600,397.55",$49.50,$49.50,"$8,600,397.55",173745.4051,,Wexford 125 Towne Centre ,Wexford 125 Towne Centre ,
44,"Center Valley The Promenade Shops At Saucon Valley 3060 Ctr Valley Pkwy, ",$54.29,"$8,511,622.14",156780.662,3918 ,0,,"3918 Center Valley The Promenade Shops At Saucon Valley 3060 Ctr Valley Pkwy, Ste 835 156,770 $54.29 $8,511,622.14",3918 ,"3918 Center Valley The Promenade Shops At Saucon Valley 3060 Ctr Valley Pkwy, Ste 835 156,770 $54.29 $8,511,622.14",3918 ,0,,,,"$54.29 $8,511,622.14","$8,511,622.14",$54.29,$54.29,"$8,511,622.14",156780.662,,"Center Valley The Promenade Shops At Saucon Valley 3060 Ctr Valley Pkwy, ","Center Valley The Promenade Shops At Saucon Valley 3060 Ctr Valley Pkwy, ",
45,Springfield 149 Baltimore Pike ,$27.39,"$8,340,240.74",304499.4794,2310 ,0,,"2310 Springfield 149 Baltimore Pike 304,516 $27.39 $8,340,240.74",2310 ,"2310 Springfield 149 Baltimore Pike 304,516 $27.39 $8,340,240.74",2310 ,0,,,,"$27.39 $8,340,240.74","$8,340,240.74",$27.39,$27.39,"$8,340,240.74",304499.4794,,Springfield 149 Baltimore Pike ,Springfield 149 Baltimore Pike ,
46,Exton 275 Main St ,$44.19,"$8,200,129.27",185565.2697,1501 ,0,,"1501 Exton 275 Main St 185,559 $44.19 $8,200,129.27",1501 ,"1501 Exton 275 Main St 185,559 $44.19 $8,200,129.27",1501 ,0,,,,"$44.19 $8,200,129.27","$8,200,129.27",$44.19,$44.19,"$8,200,129.27",185565.2697,,Exton 275 Main St ,Exton 275 Main St ,
47,Lancaster 1190 Dillerville Rd ,"$1,111.38","$8,114,176.45",7300.991965,3616 ,1,,"3616* Lancaster 1190 Dillerville Rd 7,301 $1,111.38 $8,114,176.45",3616* ,"3616  Lancaster 1190 Dillerville Rd 7,301 $1,111.38 $8,114,176.45",3616 ,1,,,,"$1,111.38 $8,114,176.45","$8,114,176.45","$1,111.38","$1,111.38","$8,114,176.45",7300.991965,,Lancaster 1190 Dillerville Rd ,Lancaster 1190 Dillerville Rd ,
48,Erie Yorktown Centre 2501 W 12th St ,$43.31,"$8,083,410.63",186640.7442,2514 ,0,,"2514 Erie Yorktown Centre 2501 W 12th St 186,630 $43.31 $8,083,410.63",2514 ,"2514 Erie Yorktown Centre 2501 W 12th St 186,630 $43.31 $8,083,410.63",2514 ,0,,,,"$43.31 $8,083,410.63","$8,083,410.63",$43.31,$43.31,"$8,083,410.63",186640.7442,,Erie Yorktown Centre 2501 W 12th St ,Erie Yorktown Centre 2501 W 12th St ,
49,Pittsburgh 8090 Mcintyre Sq Dr ,$36.36,"$7,935,768.53",218255.4601,277 ,0,,"277 Pittsburgh 8090 Mcintyre Sq Dr 218,284 $36.36 $7,935,768.53",277 ,"277 Pittsburgh 8090 Mcintyre Sq Dr 218,284 $36.36 $7,935,768.53",277 ,0,,,,"$36.36 $7,935,768.53","$7,935,768.53",$36.36,$36.36,"$7,935,768.53",218255.4601,,Pittsburgh 8090 Mcintyre Sq Dr ,Pittsburgh 8090 Mcintyre Sq Dr ,
50,Collegeville Market Place Shopping Ctr 201 2nd ,$39.87,"$7,923,492.08",198733.1849,4610 ,0,,"4610 Collegeville Market Place Shopping Ctr 201 2nd Ave, Ste 107 198,742 $39.87 $7,923,492.08",4610 ,"4610 Collegeville Market Place Shopping Ctr 201 2nd Ave, Ste 107 198,742 $39.87 $7,923,492.08",4610 ,0,,,,"$39.87 $7,923,492.08","$7,923,492.08",$39.87,$39.87,"$7,923,492.08",198733.1849,,Collegeville Market Place Shopping Ctr 201 2nd ,Collegeville Market Place Shopping Ctr 201 2nd ,
51,Warrington 1115 Main St ,$38.51,"$7,822,026.05",203116.7502,932 ,0,,"932 Warrington 1115 Main St 203,109 $38.51 $7,822,026.05",932 ,"932 Warrington 1115 Main St 203,109 $38.51 $7,822,026.05",932 ,0,,,,"$38.51 $7,822,026.05","$7,822,026.05",$38.51,$38.51,"$7,822,026.05",203116.7502,,Warrington 1115 Main St ,Warrington 1115 Main St ,
52,"Bridgeville United Industr Park, ","$1,337.25","$7,709,259.70",5765.010058,222 ,1,,"222* Bridgeville United Industr Park, Bldg D 98 Vanadium Rd 5,765 $1,337.25 $7,709,259.70",222* ,"222  Bridgeville United Industr Park, Bldg D 98 Vanadium Rd 5,765 $1,337.25 $7,709,259.70",222 ,1,,,,"$1,337.25 $7,709,259.70","$7,709,259.70","$1,337.25","$1,337.25","$7,709,259.70",5765.010058,,"Bridgeville United Industr Park, ","Bridgeville United Industr Park, ",
53,Mcmurray Donaldsons Crossroads S C 3929 Washington Rd ,$38.91,"$7,644,351.20",196462.3799,6315 ,0,,"6315 Mcmurray Donaldsons Crossroads S C 3929 Washington Rd 196,439 $38.91 $7,644,351.20",6315 ,"6315 Mcmurray Donaldsons Crossroads S C 3929 Washington Rd 196,439 $38.91 $7,644,351.20",6315 ,0,,,,"$38.91 $7,644,351.20","$7,644,351.20",$38.91,$38.91,"$7,644,351.20",196462.3799,,Mcmurray Donaldsons Crossroads S C 3929 Washington Rd ,Mcmurray Donaldsons Crossroads S C 3929 Washington Rd ,
54,Bala Cynwyd 119 West City Ave ,$32.41,"$7,487,030.34",231009.884,4614 ,0,,"4614 Bala Cynwyd 119 West City Ave 230,981 $32.41 $7,487,030.34",4614 ,"4614 Bala Cynwyd 119 West City Ave 230,981 $32.41 $7,487,030.34",4614 ,0,,,,"$32.41 $7,487,030.34","$7,487,030.34",$32.41,$32.41,"$7,487,030.34",231009.884,,Bala Cynwyd 119 West City Ave ,Bala Cynwyd 119 West City Ave ,
55,Media 315 W Baltimore Ave ,$34.16,"$7,467,028.13",218589.8165,2305 ,0,,"2305 Media 315 W Baltimore Ave 218,566 $34.16 $7,467,028.13",2305 ,"2305 Media 315 W Baltimore Ave 218,566 $34.16 $7,467,028.13",2305 ,0,,,,"$34.16 $7,467,028.13","$7,467,028.13",$34.16,$34.16,"$7,467,028.13",218589.8165,,Media 315 W Baltimore Ave ,Media 315 W Baltimore Ave ,
56,New Hope Logan Sq Shopping Ctr 6542-J Lower York Rd ,$57.71,"$7,399,806.45",128223.9898,912 ,0,,"912 New Hope Logan Sq Shopping Ctr 6542-J Lower York Rd 128,235 $57.71 $7,399,806.45",912 ,"912 New Hope Logan Sq Shopping Ctr 6542-J Lower York Rd 128,235 $57.71 $7,399,806.45",912 ,0,,,,"$57.71 $7,399,806.45","$7,399,806.45",$57.71,$57.71,"$7,399,806.45",128223.9898,,New Hope Logan Sq Shopping Ctr 6542-J Lower York Rd ,New Hope Logan Sq Shopping Ctr 6542-J Lower York Rd ,
57,Downingtown Ashbridge Shopping Ctr 861 E Lancaster Ave ,$34.58,"$7,301,986.24",211162.1238,1506 ,0,,"1506 Downingtown Ashbridge Shopping Ctr 861 E Lancaster Ave 211,182 $34.58 $7,301,986.24",1506 ,"1506 Downingtown Ashbridge Shopping Ctr 861 E Lancaster Ave 211,182 $34.58 $7,301,986.24",1506 ,0,,,,"$34.58 $7,301,986.24","$7,301,986.24",$34.58,$34.58,"$7,301,986.24",211162.1238,,Downingtown Ashbridge Shopping Ctr 861 E Lancaster Ave ,Downingtown Ashbridge Shopping Ctr 861 E Lancaster Ave ,
58,Greensburg Westmoreland Crossing 5280 Rte ,$42.17,"$7,250,121.03",171926.0382,6517 ,0,,"6517 Greensburg Westmoreland Crossing 5280 Rte 30, Ste 4 171,906 $42.17 $7,250,121.03",6517 ,"6517 Greensburg Westmoreland Crossing 5280 Rte 30, Ste 4 171,906 $42.17 $7,250,121.03",6517 ,0,,,,"$42.17 $7,250,121.03","$7,250,121.03",$42.17,$42.17,"$7,250,121.03",171926.0382,,Greensburg Westmoreland Crossing 5280 Rte ,Greensburg Westmoreland Crossing 5280 Rte ,
59,Limerick Limerick Village 200 West Ridge Pike ,$38.49,"$7,219,653.59",187572.1899,4645 ,0,,"4645 Limerick Limerick Village 200 West Ridge Pike 187,552 $38.49 $7,219,653.59",4645 ,"4645 Limerick Limerick Village 200 West Ridge Pike 187,552 $38.49 $7,219,653.59",4645 ,0,,,,"$38.49 $7,219,653.59","$7,219,653.59",$38.49,$38.49,"$7,219,653.59",187572.1899,,Limerick Limerick Village 200 West Ridge Pike ,Limerick Limerick Village 200 West Ridge Pike ,
60,Pittsburgh Bill Green Shopping Ctr 10 Old Clairton Rd ,$34.60,"$7,194,206.36",207925.0393,284 ,0,,"284 Pittsburgh Bill Green Shopping Ctr 10 Old Clairton Rd 207,923 $34.60 $7,194,206.36",284 ,"284 Pittsburgh Bill Green Shopping Ctr 10 Old Clairton Rd 207,923 $34.60 $7,194,206.36",284 ,0,,,,"$34.60 $7,194,206.36","$7,194,206.36",$34.60,$34.60,"$7,194,206.36",207925.0393,,Pittsburgh Bill Green Shopping Ctr 10 Old Clairton Rd ,Pittsburgh Bill Green Shopping Ctr 10 Old Clairton Rd ,
61,Pittsburgh 1602 Cochran Rd ,$34.79,"$6,986,487.63",200818.8454,9205 ,0,,"9205 Pittsburgh 1602 Cochran Rd 200,823 $34.79 $6,986,487.63",9205 ,"9205 Pittsburgh 1602 Cochran Rd 200,823 $34.79 $6,986,487.63",9205 ,0,,,,"$34.79 $6,986,487.63","$6,986,487.63",$34.79,$34.79,"$6,986,487.63",200818.8454,,Pittsburgh 1602 Cochran Rd ,Pittsburgh 1602 Cochran Rd ,
62,Reading 4721 Perkiomen Ave. ,$32.54,"$6,985,031.06",214659.8359,604 ,0,,"604 Reading 4721 Perkiomen Ave. 214,692 $32.54 $6,985,031.06",604 ,"604 Reading 4721 Perkiomen Ave. 214,692 $32.54 $6,985,031.06",604 ,0,,,,"$32.54 $6,985,031.06","$6,985,031.06",$32.54,$32.54,"$6,985,031.06",214659.8359,,Reading 4721 Perkiomen Ave. ,Reading 4721 Perkiomen Ave. ,
63,Wayne 821 W Lancaster ,$52.06,"$6,937,349.60",133256.8114,1527 ,0,,"1527 Wayne 821 W Lancaster Ave, Ste 310 133,264 $52.06 $6,937,349.60",1527 ,"1527 Wayne 821 W Lancaster Ave, Ste 310 133,264 $52.06 $6,937,349.60",1527 ,0,,,,"$52.06 $6,937,349.60","$6,937,349.60",$52.06,$52.06,"$6,937,349.60",133256.8114,,Wayne 821 W Lancaster ,Wayne 821 W Lancaster ,
64,Hanover Hanover Crossing Shopping Ctr 431 Eisenhower Dr ,$35.08,"$6,835,507.33",194854.827,6711 ,0,,"6711 Hanover Hanover Crossing Shopping Ctr 431 Eisenhower Dr 194,865 $35.08 $6,835,507.33",6711 ,"6711 Hanover Hanover Crossing Shopping Ctr 431 Eisenhower Dr 194,865 $35.08 $6,835,507.33",6711 ,0,,,,"$35.08 $6,835,507.33","$6,835,507.33",$35.08,$35.08,"$6,835,507.33",194854.827,,Hanover Hanover Crossing Shopping Ctr 431 Eisenhower Dr ,Hanover Hanover Crossing Shopping Ctr 431 Eisenhower Dr ,
65,Fairless Hills 510 S Oxford Valley ,$26.46,"$6,812,434.83",257461.6338,911 ,0,,"911 Fairless Hills 510 S Oxford Valley Rd, Bldg 8 257,454 $26.46 $6,812,434.83",911 ,"911 Fairless Hills 510 S Oxford Valley Rd, Bldg 8 257,454 $26.46 $6,812,434.83",911 ,0,,,,"$26.46 $6,812,434.83","$6,812,434.83",$26.46,$26.46,"$6,812,434.83",257461.6338,,Fairless Hills 510 S Oxford Valley ,Fairless Hills 510 S Oxford Valley ,
66,Philadelphia 2401 Vare Ave ,$24.03,"$6,792,908.11",282684.4823,5191 ,0,,"5191 Philadelphia 2401 Vare Ave 282,644 $24.03 $6,792,908.11",5191 ,"5191 Philadelphia 2401 Vare Ave 282,644 $24.03 $6,792,908.11",5191 ,0,,,,"$24.03 $6,792,908.11","$6,792,908.11",$24.03,$24.03,"$6,792,908.11",282684.4823,,Philadelphia 2401 Vare Ave ,Philadelphia 2401 Vare Ave ,
67,Erie Liberty Plaza Shopping Ctr 3702 Liberty St ,$29.26,"$6,762,797.48",231127.7334,2516 ,0,,"2516 Erie Liberty Plaza Shopping Ctr 3702 Liberty St 231,139 $29.26 $6,762,797.48",2516 ,"2516 Erie Liberty Plaza Shopping Ctr 3702 Liberty St 231,139 $29.26 $6,762,797.48",2516 ,0,,,,"$29.26 $6,762,797.48","$6,762,797.48",$29.26,$29.26,"$6,762,797.48",231127.7334,,Erie Liberty Plaza Shopping Ctr 3702 Liberty St ,Erie Liberty Plaza Shopping Ctr 3702 Liberty St ,
68,Paoli Paoli Shopping Ctr 17-19 Leopard ,$42.09,"$6,761,464.00",160643.0031,1528 ,0,,"1528 Paoli Paoli Shopping Ctr 17-19 Leopard Rd, Ste D-1, D-2 & D-3 160,630 $42.09 $6,761,464.00",1528 ,"1528 Paoli Paoli Shopping Ctr 17-19 Leopard Rd, Ste D-1, D-2 & D-3 160,630 $42.09 $6,761,464.00",1528 ,0,,,,"$42.09 $6,761,464.00","$6,761,464.00",$42.09,$42.09,"$6,761,464.00",160643.0031,,Paoli Paoli Shopping Ctr 17-19 Leopard ,Paoli Paoli Shopping Ctr 17-19 Leopard ,
69,York Commerce Ctr 2148 White ,$28.92,"$6,726,856.06",232602.2151,6712 ,0,,"6712 York Commerce Ctr 2148 White St, Ste 3 232,602 $28.92 $6,726,856.06",6712 ,"6712 York Commerce Ctr 2148 White St, Ste 3 232,602 $28.92 $6,726,856.06",6712 ,0,,,,"$28.92 $6,726,856.06","$6,726,856.06",$28.92,$28.92,"$6,726,856.06",232602.2151,,York Commerce Ctr 2148 White ,York Commerce Ctr 2148 White ,
70,Wayne 161 E Swedesford Rd ,$35.96,"$6,623,986.56",184204.2981,1514 ,0,,"1514 Wayne 161 E Swedesford Rd 184,219 $35.96 $6,623,986.56",1514 ,"1514 Wayne 161 E Swedesford Rd 184,219 $35.96 $6,623,986.56",1514 ,0,,,,"$35.96 $6,623,986.56","$6,623,986.56",$35.96,$35.96,"$6,623,986.56",184204.2981,,Wayne 161 E Swedesford Rd ,Wayne 161 E Swedesford Rd ,
71,Lebanon 102 N 8th Ave ,$30.33,"$6,496,223.79",214184.7606,3801 ,0,,"3801 Lebanon 102 N 8th Ave 214,206 $30.33 $6,496,223.79",3801 ,"3801 Lebanon 102 N 8th Ave 214,206 $30.33 $6,496,223.79",3801 ,0,,,,"$30.33 $6,496,223.79","$6,496,223.79",$30.33,$30.33,"$6,496,223.79",214184.7606,,Lebanon 102 N 8th Ave ,Lebanon 102 N 8th Ave ,
72,Carlisle Carlisle Marketplace 281 S Spring Garden St ,$29.14,"$6,496,051.02",222925.5669,2101 ,0,,"2101 Carlisle Carlisle Marketplace 281 S Spring Garden St 222,898 $29.14 $6,496,051.02",2101 ,"2101 Carlisle Carlisle Marketplace 281 S Spring Garden St 222,898 $29.14 $6,496,051.02",2101 ,0,,,,"$29.14 $6,496,051.02","$6,496,051.02",$29.14,$29.14,"$6,496,051.02",222925.5669,,Carlisle Carlisle Marketplace 281 S Spring Garden St ,Carlisle Carlisle Marketplace 281 S Spring Garden St ,
73,Chambersburg Wayne Plz 987 Wayne Ave ,$34.44,"$6,381,021.40",185279.367,2801 ,0,,"2801 Chambersburg Wayne Plz 987 Wayne Ave 185,277 $34.44 $6,381,021.40",2801 ,"2801 Chambersburg Wayne Plz 987 Wayne Ave 185,277 $34.44 $6,381,021.40",2801 ,0,,,,"$34.44 $6,381,021.40","$6,381,021.40",$34.44,$34.44,"$6,381,021.40",185279.367,,Chambersburg Wayne Plz 987 Wayne Ave ,Chambersburg Wayne Plz 987 Wayne Ave ,
74,Lancaster Bridgeport Shopping Ctr 1622 Lincoln Hwy East ,$27.64,"$6,323,179.06",228769.1411,3615 ,0,,"3615 Lancaster Bridgeport Shopping Ctr 1622 Lincoln Hwy East 228,735 $27.64 $6,323,179.06",3615 ,"3615 Lancaster Bridgeport Shopping Ctr 1622 Lincoln Hwy East 228,735 $27.64 $6,323,179.06",3615 ,0,,,,"$27.64 $6,323,179.06","$6,323,179.06",$27.64,$27.64,"$6,323,179.06",228769.1411,,Lancaster Bridgeport Shopping Ctr 1622 Lincoln Hwy East ,Lancaster Bridgeport Shopping Ctr 1622 Lincoln Hwy East ,
75,Hermitage Hermitage Towne Plz 2321 E State St ,$36.99,"$6,254,647.70",169090.2325,4306 ,0,,"4306 Hermitage Hermitage Towne Plz 2321 E State St 169,083 $36.99 $6,254,647.70",4306 ,"4306 Hermitage Hermitage Towne Plz 2321 E State St 169,083 $36.99 $6,254,647.70",4306 ,0,,,,"$36.99 $6,254,647.70","$6,254,647.70",$36.99,$36.99,"$6,254,647.70",169090.2325,,Hermitage Hermitage Towne Plz 2321 E State St ,Hermitage Hermitage Towne Plz 2321 E State St ,
76,West Chester Bradford Plz Sc 692 Downingtown Pike ,$30.91,"$6,231,073.44",201587.6234,1530 ,0,,"1530 West Chester Bradford Plz Sc 692 Downingtown Pike 201,588 $30.91 $6,231,073.44",1530 ,"1530 West Chester Bradford Plz Sc 692 Downingtown Pike 201,588 $30.91 $6,231,073.44",1530 ,0,,,,"$30.91 $6,231,073.44","$6,231,073.44",$30.91,$30.91,"$6,231,073.44",201587.6234,,West Chester Bradford Plz Sc 692 Downingtown Pike ,West Chester Bradford Plz Sc 692 Downingtown Pike ,
77,Dallas 2161 Memorial ,$38.23,"$6,228,503.46",162921.8797,4003 ,0,,"4003 Dallas 2161 Memorial Hwy, Ste 101 162,925 $38.23 $6,228,503.46",4003 ,"4003 Dallas 2161 Memorial Hwy, Ste 101 162,925 $38.23 $6,228,503.46",4003 ,0,,,,"$38.23 $6,228,503.46","$6,228,503.46",$38.23,$38.23,"$6,228,503.46",162921.8797,,Dallas 2161 Memorial ,Dallas 2161 Memorial ,
78,Mt Pocono Pocono Village Mall 3430 Rte ,$28.49,"$6,219,381.49",218300.5086,4502 ,0,,"4502 Mt Pocono Pocono Village Mall 3430 Rte 940, Ste 101 218,287 $28.49 $6,219,381.49",4502 ,"4502 Mt Pocono Pocono Village Mall 3430 Rte 940, Ste 101 218,287 $28.49 $6,219,381.49",4502 ,0,,,,"$28.49 $6,219,381.49","$6,219,381.49",$28.49,$28.49,"$6,219,381.49",218300.5086,,Mt Pocono Pocono Village Mall 3430 Rte ,Mt Pocono Pocono Village Mall 3430 Rte ,
79,Philadelphia 2401 E Venango St ,$24.18,"$6,162,744.56",254869.5021,5140 ,0,,"5140 Philadelphia 2401 E Venango St 254,840 $24.18 $6,162,744.56",5140 ,"5140 Philadelphia 2401 E Venango St 254,840 $24.18 $6,162,744.56",5140 ,0,,,,"$24.18 $6,162,744.56","$6,162,744.56",$24.18,$24.18,"$6,162,744.56",254869.5021,,Philadelphia 2401 E Venango St ,Philadelphia 2401 E Venango St ,
80,"North Wales Gwynedd Crossing Sc 1200 Bethlehem Pike, ",$37.59,"$6,148,450.26",163566.1149,4632 ,0,,"4632 North Wales Gwynedd Crossing Sc 1200 Bethlehem Pike, Ste 7 163,560 $37.59 $6,148,450.26",4632 ,"4632 North Wales Gwynedd Crossing Sc 1200 Bethlehem Pike, Ste 7 163,560 $37.59 $6,148,450.26",4632 ,0,,,,"$37.59 $6,148,450.26","$6,148,450.26",$37.59,$37.59,"$6,148,450.26",163566.1149,,"North Wales Gwynedd Crossing Sc 1200 Bethlehem Pike, ","North Wales Gwynedd Crossing Sc 1200 Bethlehem Pike, ",
81,Philadephia Ivy Ridge Shopping Ctr 7146 Ridge Ave ,$27.62,"$6,125,784.05",221787.9815,9118 ,0,,"9118 Philadephia Ivy Ridge Shopping Ctr 7146 Ridge Ave 221,761 $27.62 $6,125,784.05",9118 ,"9118 Philadephia Ivy Ridge Shopping Ctr 7146 Ridge Ave 221,761 $27.62 $6,125,784.05",9118 ,0,,,,"$27.62 $6,125,784.05","$6,125,784.05",$27.62,$27.62,"$6,125,784.05",221787.9815,,Philadephia Ivy Ridge Shopping Ctr 7146 Ridge Ave ,Philadephia Ivy Ridge Shopping Ctr 7146 Ridge Ave ,
82,Shrewsbury Shrewsbury Commons Shopping Ctr 802 Shrewsbury Commons Ave ,$42.02,"$6,118,074.24",145599.1014,6714 ,0,,"6714 Shrewsbury Shrewsbury Commons Shopping Ctr 802 Shrewsbury Commons Ave 145,585 $42.02 $6,118,074.24",6714 ,"6714 Shrewsbury Shrewsbury Commons Shopping Ctr 802 Shrewsbury Commons Ave 145,585 $42.02 $6,118,074.24",6714 ,0,,,,"$42.02 $6,118,074.24","$6,118,074.24",$42.02,$42.02,"$6,118,074.24",145599.1014,,Shrewsbury Shrewsbury Commons Shopping Ctr 802 Shrewsbury Commons Ave ,Shrewsbury Shrewsbury Commons Shopping Ctr 802 Shrewsbury Commons Ave ,
83,Exton Lionville Shopping Ctr 162 Eagleview Blvd ,$33.71,"$6,114,178.13",181375.7974,1525 ,0,,"1525 Exton Lionville Shopping Ctr 162 Eagleview Blvd 181,355 $33.71 $6,114,178.13",1525 ,"1525 Exton Lionville Shopping Ctr 162 Eagleview Blvd 181,355 $33.71 $6,114,178.13",1525 ,0,,,,"$33.71 $6,114,178.13","$6,114,178.13",$33.71,$33.71,"$6,114,178.13",181375.7974,,Exton Lionville Shopping Ctr 162 Eagleview Blvd ,Exton Lionville Shopping Ctr 162 Eagleview Blvd ,
84,Reading Penn Plz 3045 Fifth St ,$28.81,"$6,098,337.15",211674.3197,619 ,0,,"619 Reading Penn Plz 3045 Fifth St Hwy, Unit #3 211,639 $28.81 $6,098,337.15",619 ,"619 Reading Penn Plz 3045 Fifth St Hwy, Unit #3 211,639 $28.81 $6,098,337.15",619 ,0,,,,"$28.81 $6,098,337.15","$6,098,337.15",$28.81,$28.81,"$6,098,337.15",211674.3197,,Reading Penn Plz 3045 Fifth St ,Reading Penn Plz 3045 Fifth St ,
85,Bethlehem Stefko Shopping Ctr 1844-A Stefko Blvd ,$27.43,"$6,064,079.49",221074.7171,4804 ,0,,"4804 Bethlehem Stefko Shopping Ctr 1844-A Stefko Blvd 221,056 $27.43 $6,064,079.49",4804 ,"4804 Bethlehem Stefko Shopping Ctr 1844-A Stefko Blvd 221,056 $27.43 $6,064,079.49",4804 ,0,,,,"$27.43 $6,064,079.49","$6,064,079.49",$27.43,$27.43,"$6,064,079.49",221074.7171,,Bethlehem Stefko Shopping Ctr 1844-A Stefko Blvd ,Bethlehem Stefko Shopping Ctr 1844-A Stefko Blvd ,
86,"Altoona Pleasant Valley Shopping Ctr 3415 Pleasant Valley Blvd, ",$33.69,"$6,051,000.16",179608.1971,709 ,0,,"709 Altoona Pleasant Valley Shopping Ctr 3415 Pleasant Valley Blvd, Ste #82 179,618 $33.69 $6,051,000.16",709 ,"709 Altoona Pleasant Valley Shopping Ctr 3415 Pleasant Valley Blvd, Ste #82 179,618 $33.69 $6,051,000.16",709 ,0,,,,"$33.69 $6,051,000.16","$6,051,000.16",$33.69,$33.69,"$6,051,000.16",179608.1971,,"Altoona Pleasant Valley Shopping Ctr 3415 Pleasant Valley Blvd, ","Altoona Pleasant Valley Shopping Ctr 3415 Pleasant Valley Blvd, ",
87,Narberth 1 Station Cir ,$40.37,"$6,012,158.05",148926.3822,4636 ,0,,"4636 Narberth 1 Station Cir 148,932 $40.37 $6,012,158.05",4636 ,"4636 Narberth 1 Station Cir 148,932 $40.37 $6,012,158.05",4636 ,0,,,,"$40.37 $6,012,158.05","$6,012,158.05",$40.37,$40.37,"$6,012,158.05",148926.3822,,Narberth 1 Station Cir ,Narberth 1 Station Cir ,
88,Souderton Hilltown Plz Sc 766 Rt ,$30.38,"$6,009,570.67",197813.3861,910 ,0,,"910 Souderton Hilltown Plz Sc 766 Rt 113, Str 4 197,845 $30.38 $6,009,570.67",910 ,"910 Souderton Hilltown Plz Sc 766 Rt 113, Str 4 197,845 $30.38 $6,009,570.67",910 ,0,,,,"$30.38 $6,009,570.67","$6,009,570.67",$30.38,$30.38,"$6,009,570.67",197813.3861,,Souderton Hilltown Plz Sc 766 Rt ,Souderton Hilltown Plz Sc 766 Rt ,
89,Wayne 209 W Lancaster Ave ,$43.64,"$5,968,317.45",136762.5447,2306 ,0,,"2306 Wayne 209 W Lancaster Ave 136,770 $43.64 $5,968,317.45",2306 ,"2306 Wayne 209 W Lancaster Ave 136,770 $43.64 $5,968,317.45",2306 ,0,,,,"$43.64 $5,968,317.45","$5,968,317.45",$43.64,$43.64,"$5,968,317.45",136762.5447,,Wayne 209 W Lancaster Ave ,Wayne 209 W Lancaster Ave ,
90,Gettysburg 1275 York ,$39.38,"$5,939,974.39",150837.3385,101 ,0,,"101 Gettysburg 1275 York Rd, Lot 12 150,833 $39.38 $5,939,974.39",101 ,"101 Gettysburg 1275 York Rd, Lot 12 150,833 $39.38 $5,939,974.39",101 ,0,,,,"$39.38 $5,939,974.39","$5,939,974.39",$39.38,$39.38,"$5,939,974.39",150837.3385,,Gettysburg 1275 York ,Gettysburg 1275 York ,
91,Philadelphia 5101 Lancaster Ave ,$19.85,"$5,899,449.37",297201.4796,5135 ,0,,"5135 Philadelphia 5101 Lancaster Ave 297,231 $19.85 $5,899,449.37",5135 ,"5135 Philadelphia 5101 Lancaster Ave 297,231 $19.85 $5,899,449.37",5135 ,0,,,,"$19.85 $5,899,449.37","$5,899,449.37",$19.85,$19.85,"$5,899,449.37",297201.4796,,Philadelphia 5101 Lancaster Ave ,Philadelphia 5101 Lancaster Ave ,
92,Holmes Macdade Shopping Ctr 2143 Macdade Blvd ,$26.49,"$5,870,820.07",221624.0117,2324 ,0,,"2324 Holmes Macdade Shopping Ctr 2143 Macdade Blvd 221,618 $26.49 $5,870,820.07",2324 ,"2324 Holmes Macdade Shopping Ctr 2143 Macdade Blvd 221,618 $26.49 $5,870,820.07",2324 ,0,,,,"$26.49 $5,870,820.07","$5,870,820.07",$26.49,$26.49,"$5,870,820.07",221624.0117,,Holmes Macdade Shopping Ctr 2143 Macdade Blvd ,Holmes Macdade Shopping Ctr 2143 Macdade Blvd ,
93,Lititz Shoppes At Kissel Village 1020 Lititz Pike ,$31.39,"$5,816,186.25",185287.8703,3607 ,0,,"3607 Lititz Shoppes At Kissel Village 1020 Lititz Pike 185,302 $31.39 $5,816,186.25",3607 ,"3607 Lititz Shoppes At Kissel Village 1020 Lititz Pike 185,302 $31.39 $5,816,186.25",3607 ,0,,,,"$31.39 $5,816,186.25","$5,816,186.25",$31.39,$31.39,"$5,816,186.25",185287.8703,,Lititz Shoppes At Kissel Village 1020 Lititz Pike ,Lititz Shoppes At Kissel Village 1020 Lititz Pike ,
